Status,Ticket ID,Priority,Source,Topic,Agent Group,Agent Name,Created time,Expected SLA to resolve,Expected SLA to first response,First response time,SLA For first response,Resolution time,SLA For Resolution,Close time,Agent interactions,Survey results,Product group,Support Level,Country,Latitude,Longitude
closed,3102,medium,chat,product setup,1st line support,sheela cutten,2023-09-15 09:48:58,2023-09-16 09:48:58,2023-09-15 09:50:58,2023-09-15 09:50:46.511,within sla,2023-09-15 20:28:44.418,within sla,2023-09-18 19:11:07.970,6.0,4.0,ready to use software,tier 1,poland,52.536273,19.050639
closed,3103,low,phone,pricing and licensing,2nd line support,michele whyatt,2023-09-15 13:32:04,2023-09-17 13:32:04,2023-09-15 13:34:04,2023-09-15 13:34:24.604,sla violated,2023-09-16 11:18:41.820,within sla,2023-09-19 06:27:31.823,6.0,5.0,ready to use software,tier 2,czech republic,49.8037633,15.4749126
resolved,3104,low,chat,purchasing and invoicing,1st line support,sheela cutten,2023-09-16 21:36:50,2023-09-17 21:36:50,2023-09-16 21:38:50,2023-09-16 21:38:37.369,within sla,2023-09-19 21:43:43.908,sla violated,2023-09-19 21:43:43.908,6.0,,other,tier 1,republic of ireland,53.094024,-8.019675
closed,3105,low,email,product setup,2nd line support,heather urry,2023-09-16 03:27:45,2023-09-18 03:27:45,2023-09-16 04:27:45,2023-09-16 04:11:39.547,within sla,2023-09-16 11:23:53.626,within sla,2023-09-20 07:51:05.328,2.0,1.0,ready to use software,tier 2,spain,39.67337,-4.767726
resolved,3120,high,chat,product setup,1st line support,kristos westoll,2023-09-17 04:00:18,2023-09-18 04:00:18,2023-09-17 04:02:18,2023-09-17 04:01:33.335,within sla,2023-09-17 19:22:26.293,within sla,2023-09-17 19:22:26.293,5.0,,other,tier 1,united kingdom,55.378052,-3.435973
closed,3122,medium,email,product setup,1st line support,kristos westoll,2023-09-17 07:39:25,2023-09-19 07:39:25,2023-09-17 08:39:25,2023-09-17 08:29:38.953,within sla,2023-09-18 19:40:12.701,within sla,2023-09-21 00:31:51.002,9.0,1.0,ready to use software,tier 1,italy,43.036776,12.678565
closed,3124,low,email,bug report,1st line support,nicola wane,2023-09-18 21:59:50,2023-09-20 21:59:50,2023-09-18 22:59:50,2023-09-18 22:30:57.994,within sla,2023-09-19 02:32:02.352,within sla,2023-09-22 03:19:46.749,2.0,5.0,ready to use software,tier 1,czech republic,49.8037633,15.4749126
closed,3125,high,chat,purchasing and invoicing,2nd line support,heather urry,2023-09-18 18:47:16,2023-09-19 18:47:16,2023-09-18 18:49:16,2023-09-18 18:47:20.147,within sla,2023-09-18 23:03:28.688,within sla,2023-09-19 21:27:16.701,5.0,3.0,training and consulting services,tier 2,bulgaria,42.7249925,25.4833039
closed,3126,low,email,other,1st line support,kristos westoll,2023-09-18 02:37:37,2023-09-20 02:37:37,2023-09-18 03:37:37,2023-09-18 02:57:41.883,within sla,2023-09-19 17:43:58.025,within sla,2023-09-20 11:25:06.300,7.0,1.0,ready to use software,tier 1,bulgaria,42.7249925,25.4833039
closed,3127,medium,email,other,1st line support,sheela cutten,2023-09-18 10:26:53,2023-09-20 10:26:53,2023-09-18 11:26:53,2023-09-18 11:12:26.385,within sla,2023-09-20 01:50:52.007,within sla,2023-09-22 00:38:40.761,3.0,2.0,custom software development,tier 1,austria,47.6964719,13.3457347
closed,3128,medium,chat,pricing and licensing,1st line support,nicola wane,2023-09-18 19:11:54,2023-09-19 19:11:54,2023-09-18 19:13:54,2023-09-18 19:11:56.873,within sla,2023-09-22 10:01:30.035,sla violated,2023-09-22 15:55:26.865,6.0,3.0,custom software development,tier 1,germany,51.165691,10.451526
resolved,3130,high,email,product setup,2nd line support,michele whyatt,2023-09-18 22:00:02,2023-09-20 22:00:02,2023-09-18 23:00:02,2023-09-18 22:12:46.255,within sla,2023-09-20 01:54:29.531,within sla,2023-09-20 01:54:29.531,2.0,,training and consulting services,tier 2,austria,47.6964719,13.3457347
closed,3132,low,chat,training request,1st line support,nicola wane,2023-09-18 06:51:24,2023-09-19 06:51:24,2023-09-18 06:53:24,2023-09-18 06:54:54.742,sla violated,2023-09-21 03:38:34.501,sla violated,2023-09-22 22:49:54.316,9.0,2.0,training and consulting services,tier 1,germany,51.165691,10.451526
closed,3133,medium,email,product setup,1st line support,sheela cutten,2023-09-18 11:31:34,2023-09-20 11:31:34,2023-09-18 12:31:34,2023-09-18 15:25:29.741,sla violated,2023-09-18 20:58:58.036,within sla,2023-09-23 15:29:32.717,3.0,5.0,ready to use software,tier 1,slovenia,46.1491664,14.9860106
closed,3134,high,email,other,1st line support,bernard beckley,2023-09-18 14:49:08,2023-09-20 14:49:08,2023-09-18 15:49:08,2023-09-18 14:51:20.588,within sla,2023-09-20 17:39:53.064,sla violated,2023-09-22 13:28:30.812,2.0,4.0,training and consulting services,tier 1,bulgaria,42.7249925,25.4833039
in progress,3135,low,email,product setup,1st line support,sheela cutten,2023-09-19 11:41:28,2023-09-21 11:41:28,2023-09-19 12:41:28,2023-09-19 11:59:26.444,within sla,,sla violated,,10.0,,other,tier 1,italy,43.036776,12.678565
closed,3136,high,email,feature request,2nd line support,michele whyatt,2023-09-19 07:00:57,2023-09-21 07:00:57,2023-09-19 08:00:57,2023-09-19 07:57:24.468,within sla,2023-09-20 20:49:37.655,within sla,2023-09-23 23:32:37.723,2.0,4.0,ready to use software,tier 2,spain,39.67337,-4.767726
resolved,3137,medium,chat,pricing and licensing,1st line support,connor danielovitch,2023-09-19 05:34:04,2023-09-20 05:34:04,2023-09-19 05:36:04,2023-09-19 05:34:36.794,within sla,2023-09-20 03:17:57.688,within sla,2023-09-20 03:17:57.688,2.0,,ready to use software,tier 1,poland,52.536273,19.050639
closed,3138,high,email,pricing and licensing,2nd line support,michele whyatt,2023-09-20 01:36:50,2023-09-22 01:36:50,2023-09-20 02:36:50,2023-09-20 01:52:15.840,within sla,2023-09-21 04:46:41.321,within sla,2023-09-21 13:33:13.825,1.0,1.0,custom software development,tier 2,republic of ireland,53.094024,-8.019675
closed,3139,low,email,other,2nd line support,heather urry,2023-09-20 05:23:18,2023-09-22 05:23:18,2023-09-20 06:23:18,2023-09-20 06:23:17.930,within sla,2023-09-22 01:56:50.760,within sla,2023-09-25 09:49:11.832,1.0,1.0,training and consulting services,tier 2,czech republic,49.8037633,15.4749126
resolved,3141,low,phone,feature request,2nd line support,heather urry,2023-09-20 11:15:58,2023-09-22 11:15:58,2023-09-20 11:17:58,2023-09-20 11:20:17.566,sla violated,2023-09-20 13:19:07.271,within sla,2023-09-20 13:19:07.271,1.0,,other,tier 2,republic of ireland,53.094024,-8.019675
in progress,3142,medium,chat,product setup,2nd line support,heather urry,2023-09-20 15:41:51,2023-09-21 15:41:51,2023-09-20 15:43:51,2023-09-20 15:42:55.204,within sla,,sla violated,,5.0,,other,tier 2,germany,51.165691,10.451526
closed,3143,low,chat,feature request,2nd line support,michele whyatt,2023-09-20 00:42:32,2023-09-21 00:42:32,2023-09-20 00:44:32,2023-09-20 00:44:01.795,within sla,2023-09-20 20:25:11.862,within sla,2023-09-23 18:24:22.579,8.0,3.0,other,tier 2,bulgaria,42.7249925,25.4833039
closed,3144,medium,email,purchasing and invoicing,1st line support,nicola wane,2023-09-21 15:52:27,2023-09-23 15:52:27,2023-09-21 16:52:27,2023-09-21 16:50:20.524,within sla,2023-09-22 00:53:20.800,within sla,2023-09-28 08:43:44.409,2.0,2.0,ready to use software,tier 1,spain,39.67337,-4.767726
resolved,3145,medium,chat,product setup,2nd line support,heather urry,2023-09-21 22:13:48,2023-09-22 22:13:48,2023-09-21 22:15:48,2023-09-21 22:15:36.792,within sla,2023-09-22 04:20:05.365,within sla,2023-09-22 04:20:05.365,60.0,,custom software development,tier 2,germany,51.165691,10.451526
closed,3146,high,email,pricing and licensing,1st line support,sheela cutten,2023-09-21 23:10:40,2023-09-23 23:10:40,2023-09-22 00:10:40,2023-09-22 00:06:16.672,within sla,2023-09-23 15:42:23.352,within sla,2023-09-25 11:54:10.435,2.0,3.0,training and consulting services,tier 1,greece,39.368279,21.863141
closed,3147,medium,phone,feature request,2nd line support,adolpho messingham,2023-09-21 14:23:24,2023-09-23 14:23:24,2023-09-21 14:25:24,2023-09-21 14:24:49.866,within sla,2023-09-22 10:27:56.964,within sla,2023-09-21 23:47:09.415,6.0,5.0,other,tier 2,austria,47.6964719,13.3457347
closed,3148,medium,email,pricing and licensing,1st line support,connor danielovitch,2023-09-21 07:49:40,2023-09-23 07:49:40,2023-09-21 08:49:40,2023-09-21 08:20:44.071,within sla,2023-09-26 01:47:18.196,sla violated,2023-09-26 14:22:29.918,1.0,3.0,ready to use software,tier 1,germany,51.165691,10.451526
closed,3149,low,phone,feature request,1st line support,sheela cutten,2023-09-21 19:00:10,2023-09-23 19:00:10,2023-09-21 19:02:10,2023-09-21 19:01:53.011,within sla,2023-09-22 18:38:30.088,within sla,2023-09-26 04:25:31.204,1.0,2.0,other,tier 1,united kingdom,55.378052,-3.435973
closed,3150,low,phone,pricing and licensing,2nd line support,heather urry,2023-09-21 16:36:25,2023-09-23 16:36:25,2023-09-21 16:38:25,2023-09-21 16:37:33.873,within sla,2023-09-24 17:45:03.005,sla violated,2023-09-24 21:31:14.556,1.0,4.0,training and consulting services,tier 2,france,48.864716,2.349014
closed,3151,medium,phone,feature request,1st line support,connor danielovitch,2023-09-21 10:25:35,2023-09-23 10:25:35,2023-09-21 10:27:35,2023-09-21 10:29:59.195,sla violated,2023-09-23 08:50:53.597,within sla,2023-09-26 17:41:30.048,1.0,5.0,ready to use software,tier 1,germany,51.165691,10.451526
closed,3152,medium,chat,pricing and licensing,2nd line support,michele whyatt,2023-09-22 01:23:47,2023-09-23 01:23:47,2023-09-22 01:25:47,2023-09-22 01:29:28.774,sla violated,2023-09-22 15:35:24.916,within sla,2023-09-28 11:19:43.184,5.0,4.0,custom software development,tier 2,italy,43.036776,12.678565
closed,3153,low,chat,bug report,1st line support,connor danielovitch,2023-09-22 15:53:36,2023-09-23 15:53:36,2023-09-22 15:55:36,2023-09-22 15:53:56.581,within sla,2023-09-25 16:13:56.776,sla violated,2023-09-26 06:07:17.295,8.0,5.0,ready to use software,tier 1,united kingdom,55.378052,-3.435973
closed,3154,low,email,pricing and licensing,1st line support,nicola wane,2023-09-22 04:05:12,2023-09-24 04:05:12,2023-09-22 05:05:12,2023-09-22 04:48:27.497,within sla,2023-09-22 22:10:31.154,within sla,2023-09-25 02:09:57.651,1.0,1.0,custom software development,tier 1,germany,51.165691,10.451526
resolved,3155,low,phone,product setup,1st line support,nicola wane,2023-09-22 05:52:08,2023-09-24 05:52:08,2023-09-22 05:54:08,2023-09-22 05:53:50.453,within sla,2023-09-22 20:15:40.650,within sla,2023-09-22 20:15:40.650,3.0,,training and consulting services,tier 1,france,48.864716,2.349014
closed,3156,high,phone,other,2nd line support,heather urry,2023-09-22 23:23:44,2023-09-24 23:23:44,2023-09-22 23:25:44,2023-09-22 23:24:15.693,within sla,2023-09-23 01:05:46.678,within sla,2023-09-25 19:30:16.104,3.0,5.0,ready to use software,tier 2,united kingdom,55.378052,-3.435973
resolved,3157,medium,chat,purchasing and invoicing,1st line support,bernard beckley,2023-09-22 21:49:23,2023-09-23 21:49:23,2023-09-22 21:51:23,2023-09-22 21:50:19.341,within sla,2023-09-23 06:59:05.760,within sla,2023-09-23 06:59:05.760,8.0,,ready to use software,tier 1,republic of ireland,53.094024,-8.019675
closed,3158,low,chat,pricing and licensing,1st line support,kristos westoll,2023-09-22 19:56:13,2023-09-23 19:56:13,2023-09-22 19:58:13,2023-09-22 19:56:38.205,within sla,2023-09-28 15:01:59.015,sla violated,2023-09-29 21:33:41.229,2.0,5.0,custom software development,tier 1,poland,52.536273,19.050639
resolved,3159,medium,email,product setup,2nd line support,adolpho messingham,2023-09-22 01:37:21,2023-09-24 01:37:21,2023-09-22 02:37:21,2023-09-22 01:50:37.937,within sla,2023-09-25 10:33:14.409,sla violated,2023-09-25 10:33:14.409,6.0,,custom software development,tier 2,france,48.864716,2.349014
closed,3160,medium,phone,purchasing and invoicing,1st line support,bernard beckley,2023-09-22 09:32:02,2023-09-24 09:32:02,2023-09-22 09:34:02,2023-09-22 09:32:42.226,within sla,2023-09-24 05:36:07.484,within sla,2023-09-24 10:15:41.005,1.0,3.0,ready to use software,tier 1,germany,51.165691,10.451526
resolved,3161,low,chat,product setup,1st line support,connor danielovitch,2023-09-22 00:55:01,2023-09-23 00:55:01,2023-09-22 00:57:01,2023-09-22 00:55:40.756,within sla,2023-09-22 14:14:26.417,within sla,2023-09-22 14:14:26.417,6.0,,training and consulting services,tier 1,spain,39.67337,-4.767726
closed,3162,low,email,pricing and licensing,1st line support,kristos westoll,2023-09-23 16:45:45,2023-09-25 16:45:45,2023-09-23 17:45:45,2023-09-23 16:55:13.380,within sla,2023-09-27 05:04:32.910,sla violated,2023-09-28 01:13:29.924,5.0,1.0,ready to use software,tier 1,spain,39.67337,-4.767726
closed,3163,low,email,feature request,2nd line support,michele whyatt,2023-09-23 00:34:40,2023-09-25 00:34:40,2023-09-23 01:34:40,2023-09-23 01:32:32.826,within sla,2023-09-24 23:12:16.932,within sla,2023-09-26 10:29:32.129,10.0,4.0,other,tier 2,greece,39.368279,21.863141
closed,3164,low,email,purchasing and invoicing,2nd line support,michele whyatt,2023-09-23 01:32:55,2023-09-25 01:32:55,2023-09-23 02:32:55,2023-09-23 02:00:10.025,within sla,2023-09-24 07:19:51.672,within sla,2023-09-27 23:10:01.983,1.0,4.0,ready to use software,tier 2,united kingdom,55.378052,-3.435973
in progress,3178,low,email,product setup,1st line support,bernard beckley,2023-09-24 19:44:22,2023-09-26 19:44:22,2023-09-24 20:44:22,2023-09-24 20:33:08.531,within sla,,sla violated,,7.0,,other,tier 1,germany,51.165691,10.451526
closed,3179,medium,chat,pricing and licensing,2nd line support,michele whyatt,2023-09-24 03:25:42,2023-09-25 03:25:42,2023-09-24 03:27:42,2023-09-24 03:27:06.310,within sla,2023-09-25 01:19:16.206,within sla,2023-09-28 08:53:20.231,60.0,5.0,custom software development,tier 2,united kingdom,55.378052,-3.435973
in progress,3180,low,chat,pricing and licensing,1st line support,connor danielovitch,2023-09-24 21:16:42,2023-09-25 21:16:42,2023-09-24 21:18:42,2023-09-24 21:18:30.211,within sla,,sla violated,,8.0,,custom software development,tier 1,germany,51.165691,10.451526
closed,3181,low,chat,product setup,2nd line support,adolpho messingham,2023-09-25 10:35:13,2023-09-26 10:35:13,2023-09-25 10:37:13,2023-09-25 10:36:35.532,within sla,2023-09-26 02:54:57.669,within sla,2023-09-26 20:56:20.205,7.0,4.0,training and consulting services,tier 2,italy,43.036776,12.678565
closed,3182,high,email,feature request,1st line support,nicola wane,2023-09-25 15:13:39,2023-09-27 15:13:39,2023-09-25 16:13:39,2023-09-25 15:40:02.766,within sla,2023-09-26 19:59:33.591,within sla,2023-10-02 01:13:15.253,2.0,5.0,custom software development,tier 1,austria,47.6964719,13.3457347
in progress,3183,high,email,purchasing and invoicing,1st line support,kristos westoll,2023-09-25 01:25:06,2023-09-27 01:25:06,2023-09-25 02:25:06,2023-09-25 01:27:56.215,within sla,,sla violated,,2.0,,training and consulting services,tier 1,italy,43.036776,12.678565
resolved,3184,medium,chat,purchasing and invoicing,2nd line support,heather urry,2023-09-25 03:28:54,2023-09-26 03:28:54,2023-09-25 03:30:54,2023-09-25 03:30:36.041,within sla,2023-09-25 14:49:06.655,within sla,2023-09-25 14:49:06.655,2.0,,other,tier 2,united kingdom,55.378052,-3.435973
resolved,3185,low,phone,purchasing and invoicing,1st line support,kristos westoll,2023-09-25 03:57:29,2023-09-27 03:57:29,2023-09-25 03:59:29,2023-09-25 04:03:16.187,sla violated,2023-09-27 19:05:46.846,sla violated,2023-09-27 19:05:46.846,1.0,,custom software development,tier 1,slovenia,46.1491664,14.9860106
resolved,3186,low,phone,product setup,1st line support,nicola wane,2023-09-25 05:24:37,2023-09-27 05:24:37,2023-09-25 05:26:37,2023-09-25 05:25:35.296,within sla,2023-09-25 17:23:42.673,within sla,2023-09-25 17:23:42.673,4.0,,ready to use software,tier 1,spain,39.67337,-4.767726
closed,3187,medium,chat,bug report,1st line support,kristos westoll,2023-09-25 15:07:49,2023-09-26 15:07:49,2023-09-25 15:09:49,2023-09-25 15:09:36.810,within sla,2023-09-26 04:31:53.608,within sla,2023-09-28 06:23:49.836,6.0,1.0,custom software development,tier 1,poland,52.536273,19.050639
closed,3188,low,phone,feature request,1st line support,sheela cutten,2023-09-25 09:47:27,2023-09-27 09:47:27,2023-09-25 09:49:27,2023-09-25 09:47:36.221,within sla,2023-09-25 18:31:02.832,within sla,2023-09-30 05:53:56.718,1.0,4.0,custom software development,tier 1,bulgaria,42.7249925,25.4833039
resolved,3189,low,chat,pricing and licensing,1st line support,bernard beckley,2023-09-25 15:40:01,2023-09-26 15:40:01,2023-09-25 15:42:01,2023-09-25 15:41:08.409,within sla,2023-09-26 06:33:03.445,within sla,2023-09-26 06:33:03.445,4.0,,custom software development,tier 1,poland,52.536273,19.050639
closed,3190,low,email,purchasing and invoicing,1st line support,connor danielovitch,2023-09-26 22:51:15,2023-09-28 22:51:15,2023-09-26 23:51:15,2023-09-26 23:07:18.118,within sla,2023-09-27 07:56:17.333,within sla,2023-09-28 15:43:20.948,1.0,3.0,custom software development,tier 1,republic of ireland,53.094024,-8.019675
closed,3191,medium,email,pricing and licensing,1st line support,kristos westoll,2023-09-26 15:34:41,2023-09-28 15:34:41,2023-09-26 16:34:41,2023-09-26 16:24:49.837,within sla,2023-10-01 09:36:10.537,sla violated,2023-10-01 23:04:21.348,1.0,5.0,other,tier 1,bulgaria,42.7249925,25.4833039
closed,3192,medium,email,product setup,1st line support,bernard beckley,2023-09-26 17:16:49,2023-09-28 17:16:49,2023-09-26 18:16:49,2023-09-26 17:53:48.929,within sla,2023-09-27 06:30:46.995,within sla,2023-09-28 09:48:56.431,7.0,1.0,ready to use software,tier 1,bulgaria,42.7249925,25.4833039
closed,3193,low,phone,feature request,2nd line support,michele whyatt,2023-09-26 11:00:11,2023-09-28 11:00:11,2023-09-26 11:02:11,2023-09-26 11:00:21.447,within sla,2023-09-28 03:55:06.818,within sla,2023-10-01 03:52:50.712,6.0,4.0,other,tier 2,bulgaria,42.7249925,25.4833039
in progress,3194,low,email,product setup,1st line support,connor danielovitch,2023-09-26 12:56:07,2023-09-28 12:56:07,2023-09-26 13:56:07,2023-09-26 13:15:00.390,within sla,,sla violated,,2.0,,ready to use software,tier 1,czech republic,49.8037633,15.4749126
resolved,3196,medium,email,other,2nd line support,michele whyatt,2023-09-27 01:56:05,2023-09-29 01:56:05,2023-09-27 02:56:05,2023-09-27 02:42:28.193,within sla,2023-09-28 04:08:42.299,within sla,2023-09-28 04:08:42.299,2.0,,custom software development,tier 2,spain,39.67337,-4.767726
in progress,3197,low,email,feature request,1st line support,nicola wane,2023-09-27 22:45:17,2023-09-29 22:45:17,2023-09-27 23:45:17,2023-09-27 23:26:03.672,within sla,,sla violated,,5.0,,ready to use software,tier 1,united kingdom,55.378052,-3.435973
closed,3198,low,chat,bug report,1st line support,bernard beckley,2023-09-27 05:29:59,2023-09-28 05:29:59,2023-09-27 05:31:59,2023-09-27 05:33:14.077,sla violated,2023-09-30 12:01:11.557,sla violated,2023-10-02 09:08:12.949,7.0,1.0,ready to use software,tier 1,united kingdom,55.378052,-3.435973
closed,3200,high,chat,pricing and licensing,2nd line support,michele whyatt,2023-09-27 06:14:51,2023-09-28 06:14:51,2023-09-27 06:16:51,2023-09-27 06:19:46.101,sla violated,2023-09-27 21:31:15.238,within sla,2023-10-01 03:32:58.280,2.0,5.0,ready to use software,tier 2,greece,39.368279,21.863141
closed,3201,medium,chat,pricing and licensing,2nd line support,adolpho messingham,2023-09-27 05:52:12,2023-09-28 05:52:12,2023-09-27 05:54:12,2023-09-27 05:54:09.016,within sla,2023-10-03 04:32:54.382,sla violated,2023-10-04 04:42:21.403,2.0,5.0,training and consulting services,tier 2,poland,52.536273,19.050639
resolved,3202,high,chat,product setup,1st line support,bernard beckley,2023-09-27 09:00:12,2023-09-28 09:00:12,2023-09-27 09:02:12,2023-09-27 09:01:38.154,within sla,2023-09-28 01:56:50.372,within sla,2023-09-28 01:56:50.372,6.0,,ready to use software,tier 1,bulgaria,42.7249925,25.4833039
in progress,3203,low,chat,pricing and licensing,1st line support,kristos westoll,2023-09-27 10:58:40,2023-09-28 10:58:40,2023-09-27 11:00:40,2023-09-27 11:00:23.701,within sla,,sla violated,,6.0,,custom software development,tier 1,france,48.864716,2.349014
closed,3204,low,email,bug report,2nd line support,heather urry,2023-09-27 00:18:02,2023-09-29 00:18:02,2023-09-27 01:18:02,2023-09-27 00:49:09.982,within sla,2023-09-28 05:08:57.833,within sla,2023-09-30 04:14:04.966,9.0,4.0,training and consulting services,tier 2,poland,52.536273,19.050639
closed,3205,low,email,purchasing and invoicing,1st line support,sheela cutten,2023-09-27 14:36:20,2023-09-29 14:36:20,2023-09-27 15:36:20,2023-09-27 15:13:43.393,within sla,2023-09-29 04:48:29.819,within sla,2023-09-29 02:01:21.106,3.0,3.0,training and consulting services,tier 1,france,48.864716,2.349014
in progress,3206,medium,chat,product setup,1st line support,kristos westoll,2023-09-28 11:38:17,2023-09-29 11:38:17,2023-09-28 11:40:17,2023-09-28 11:40:12.158,within sla,,sla violated,,2.0,,ready to use software,tier 1,slovenia,46.1491664,14.9860106
closed,3207,low,chat,purchasing and invoicing,1st line support,kristos westoll,2023-09-28 02:28:25,2023-09-29 02:28:25,2023-09-28 02:30:25,2023-09-28 02:33:31.470,sla violated,2023-09-28 10:03:24.849,within sla,2023-10-03 15:04:20.368,5.0,4.0,custom software development,tier 1,poland,52.536273,19.050639
resolved,3208,medium,email,other,1st line support,kristos westoll,2023-09-28 08:07:52,2023-09-30 08:07:52,2023-09-28 09:07:52,2023-09-28 08:43:24.997,within sla,2023-09-29 11:54:36.872,within sla,2023-09-29 11:54:36.872,8.0,,other,tier 1,bulgaria,42.7249925,25.4833039
closed,3209,high,email,product setup,1st line support,bernard beckley,2023-09-28 14:43:00,2023-09-30 14:43:00,2023-09-28 15:43:00,2023-09-28 15:12:18.804,within sla,2023-10-02 21:26:33.233,sla violated,2023-10-04 07:27:28.517,1.0,3.0,other,tier 1,italy,43.036776,12.678565
closed,3210,low,email,pricing and licensing,1st line support,bernard beckley,2023-09-28 18:54:26,2023-09-30 18:54:26,2023-09-28 19:54:26,2023-09-28 18:56:27.790,within sla,2023-10-01 16:54:06.980,sla violated,2023-10-02 09:41:47.920,1.0,1.0,custom software development,tier 1,poland,52.536273,19.050639
closed,3211,medium,chat,training request,1st line support,sheela cutten,2023-09-28 07:43:20,2023-09-29 07:43:20,2023-09-28 07:45:20,2023-09-28 07:43:57.880,within sla,2023-09-28 11:39:35.016,within sla,2023-09-30 22:21:10.934,6.0,3.0,training and consulting services,tier 1,italy,43.036776,12.678565
in progress,3212,medium,chat,pricing and licensing,1st line support,nicola wane,2023-09-28 18:52:08,2023-09-29 18:52:08,2023-09-28 18:54:08,2023-09-28 18:52:16.648,within sla,,sla violated,,4.0,,custom software development,tier 1,greece,39.368279,21.863141
closed,3214,low,email,purchasing and invoicing,1st line support,kristos westoll,2023-09-29 01:39:42,2023-10-01 01:39:42,2023-09-29 02:39:42,2023-09-29 02:14:56.572,within sla,2023-09-29 18:55:59.280,within sla,2023-10-01 17:03:43.697,1.0,2.0,other,tier 1,france,48.864716,2.349014
closed,3215,low,email,product setup,1st line support,connor danielovitch,2023-09-29 23:41:14,2023-10-01 23:41:14,2023-09-30 00:41:14,2023-09-30 00:14:07.764,within sla,2023-09-30 00:24:51.569,within sla,2023-10-06 23:20:52.466,9.0,5.0,ready to use software,tier 1,united kingdom,55.378052,-3.435973
resolved,3216,high,email,product setup,1st line support,kristos westoll,2023-09-29 09:45:58,2023-10-01 09:45:58,2023-09-29 10:45:58,2023-09-29 10:37:03.248,within sla,2023-09-30 14:43:47.313,within sla,2023-09-30 14:43:47.313,1.0,,training and consulting services,tier 1,bulgaria,42.7249925,25.4833039
closed,3218,medium,email,pricing and licensing,1st line support,kristos westoll,2023-09-30 01:21:38,2023-10-02 01:21:38,2023-09-30 02:21:38,2023-09-30 01:59:58.150,within sla,2023-10-04 22:54:07.567,sla violated,2023-10-05 07:18:45.778,8.0,5.0,ready to use software,tier 1,greece,39.368279,21.863141
resolved,3219,low,phone,pricing and licensing,1st line support,kristos westoll,2023-09-30 02:53:40,2023-10-02 02:53:40,2023-09-30 02:55:40,2023-09-30 02:59:13.773,sla violated,2023-10-05 12:12:59.208,sla violated,2023-10-05 12:12:59.208,1.0,,other,tier 1,italy,43.036776,12.678565
closed,3220,low,email,feature request,2nd line support,heather urry,2023-09-30 16:21:10,2023-10-02 16:21:10,2023-09-30 17:21:10,2023-09-30 17:09:31.892,within sla,2023-09-30 20:48:13.405,within sla,2023-10-04 12:04:32.734,6.0,1.0,ready to use software,tier 2,france,48.864716,2.349014
resolved,3228,low,phone,pricing and licensing,1st line support,bernard beckley,2023-10-01 12:32:53,2023-10-03 12:32:53,2023-10-01 12:34:53,2023-10-01 12:34:07.055,within sla,2023-10-03 12:04:41.840,within sla,2023-10-03 12:04:41.840,5.0,,ready to use software,tier 1,italy,43.036776,12.678565
resolved,3229,low,phone,product setup,1st line support,connor danielovitch,2023-10-02 02:28:15,2023-10-04 02:28:15,2023-10-02 02:30:15,2023-10-02 02:29:17.224,within sla,2023-10-06 10:24:06.352,sla violated,2023-10-06 10:24:06.352,4.0,,custom software development,tier 1,united kingdom,55.378052,-3.435973
resolved,3230,medium,email,pricing and licensing,1st line support,kristos westoll,2023-10-02 18:04:18,2023-10-04 18:04:18,2023-10-02 19:04:18,2023-10-02 21:28:48.523,sla violated,2023-10-02 18:39:20.745,within sla,2023-10-02 18:39:20.745,1.0,,training and consulting services,tier 1,republic of ireland,53.094024,-8.019675
resolved,3231,high,chat,feature request,1st line support,nicola wane,2023-10-02 08:19:12,2023-10-03 08:19:12,2023-10-02 08:21:12,2023-10-02 08:19:59.283,within sla,2023-10-03 02:05:09.493,within sla,2023-10-03 02:05:09.493,60.0,,ready to use software,tier 1,italy,43.036776,12.678565
resolved,3232,low,chat,product setup,2nd line support,heather urry,2023-10-02 20:30:48,2023-10-03 20:30:48,2023-10-02 20:32:48,2023-10-02 20:32:38.955,within sla,2023-10-03 05:55:23.267,within sla,2023-10-03 05:55:23.267,2.0,,training and consulting services,tier 2,spain,39.67337,-4.767726
closed,3233,medium,phone,other,1st line support,kristos westoll,2023-10-02 06:05:57,2023-10-04 06:05:57,2023-10-02 06:07:57,2023-10-02 06:06:45.307,within sla,2023-10-04 01:30:26.117,within sla,2023-10-08 10:26:01.460,5.0,2.0,ready to use software,tier 1,poland,52.536273,19.050639
resolved,3234,low,email,product setup,1st line support,sheela cutten,2023-10-02 23:15:59,2023-10-04 23:15:59,2023-10-03 00:15:59,2023-10-02 23:55:47.070,within sla,2023-10-06 06:21:34.711,sla violated,2023-10-06 06:21:34.711,8.0,,ready to use software,tier 1,united kingdom,55.378052,-3.435973
closed,3235,medium,phone,other,1st line support,sheela cutten,2023-10-02 03:14:09,2023-10-04 03:14:09,2023-10-02 03:16:09,2023-10-02 03:19:14.916,sla violated,2023-10-03 05:36:35.414,within sla,2023-10-03 00:04:21.464,2.0,3.0,custom software development,tier 1,austria,47.6964719,13.3457347
resolved,3236,medium,email,bug report,2nd line support,heather urry,2023-10-03 01:21:20,2023-10-05 01:21:20,2023-10-03 02:21:20,2023-10-03 01:49:32.920,within sla,2023-10-04 08:40:49.878,within sla,2023-10-04 08:40:49.878,1.0,,ready to use software,tier 2,greece,39.368279,21.863141
