Status,Ticket ID,Priority,Source,Topic,Agent Group,Agent Name,Created time,Expected SLA to resolve,Expected SLA to first response,First response time,SLA For first response,Resolution time,SLA For Resolution,Close time,Agent interactions,Survey results,Product group,Support Level,Country,Latitude,Longitude,Actual_First_Response_Duration,Actual_First_Response_Duration_Minutes,Actual_Resolution_Duration,Actual_Resolution_Duration_Minutes,Actual_Ticket_Lifecycle_Duration,Actual_Ticket_Lifecycle_Duration_Minutes,Created_Day_of_Week_Num,Created_Day_of_Week_Name,Created_Hour_of_Day,Created_Month_Num,Created_Month_Name,Created_Year,FirstResponse_Day_of_Week_Name,FirstResponse_Hour_of_Day,Resolution_Day_of_Week_Name,Resolution_Hour_of_Day,First_Response_SLA_Met,Resolution_SLA_Met
resolved,3670,medium,chat,bug report,1st line support,bernard beckley,2023-11-23 19:35:42,2023-11-24 19:35:42,2023-11-23 19:37:42,2023-11-23 19:36:30.400,within sla,2023-11-27 08:54:06.770,sla violated,2023-11-27 08:54:06.770,5.0,,custom software development,tier 1,italy,43.036776,12.678565,0 days 00:00:48.400000,0.8066666666666666,3 days 13:18:24.770000,5118.412833333334,3 days 13:18:24.770000,5118.412833333334,3,Thursday,19,11,November,2023,Thursday,19.0,Monday,8.0,1,0
resolved,3671,high,chat,pricing and licensing,1st line support,bernard beckley,2023-11-23 05:58:08,2023-11-24 05:58:08,2023-11-23 06:00:08,2023-11-23 05:58:24.132,within sla,2023-11-23 13:18:36.752,within sla,2023-11-23 13:18:36.752,5.0,,ready to use software,tier 1,poland,52.536273,19.050639,0 days 00:00:16.132000,0.2688666666666667,0 days 07:20:28.752000,440.4792,0 days 07:20:28.752000,440.4792,3,Thursday,5,11,November,2023,Thursday,5.0,Thursday,13.0,1,1
resolved,3672,low,chat,purchasing and invoicing,2nd line support,michele whyatt,2023-11-23 10:29:17,2023-11-24 10:29:17,2023-11-23 10:31:17,2023-11-23 10:30:21.122,within sla,2023-11-23 16:37:45.853,within sla,2023-11-23 16:37:45.853,8.0,,training and consulting services,tier 2,czech republic,49.8037633,15.4749126,0 days 00:01:04.122000,1.0687,0 days 06:08:28.853000,368.4808833333333,0 days 06:08:28.853000,368.4808833333333,3,Thursday,10,11,November,2023,Thursday,10.0,Thursday,16.0,1,1
closed,3673,medium,email,purchasing and invoicing,1st line support,nicola wane,2023-11-23 10:29:18,2023-11-25 10:29:18,2023-11-23 11:29:18,2023-11-23 11:27:40.011,within sla,2023-11-26 16:12:58.336,sla violated,2023-11-27 00:15:06.461,1.0,5.0,ready to use software,tier 1,greece,39.368279,21.863141,0 days 00:58:22.011000,58.36685,3 days 05:43:40.336000,4663.6722666666665,3 days 13:45:48.461000,5145.807683333333,3,Thursday,10,11,November,2023,Thursday,11.0,Sunday,16.0,1,0
resolved,3674,low,chat,feature request,1st line support,nicola wane,2023-11-24 00:20:37,2023-11-25 00:20:37,2023-11-24 00:22:37,2023-11-24 00:21:07.236,within sla,2023-11-25 12:24:19.333,sla violated,2023-11-25 12:24:19.333,6.0,,ready to use software,tier 1,france,48.864716,2.349014,0 days 00:00:30.236000,0.5039333333333333,1 days 12:03:42.333000,2163.70555,1 days 12:03:42.333000,2163.70555,4,Friday,0,11,November,2023,Friday,0.0,Saturday,12.0,1,0
closed,3675,low,email,other,1st line support,bernard beckley,2023-11-24 10:39:39,2023-11-26 10:39:39,2023-11-24 11:39:39,2023-11-24 10:43:57.801,within sla,2023-11-26 00:25:24.011,within sla,2023-11-30 20:17:19.707,9.0,2.0,training and consulting services,tier 1,poland,52.536273,19.050639,0 days 00:04:18.801000,4.31335,1 days 13:45:45.011000,2265.750183333333,6 days 09:37:40.707000,9217.67845,4,Friday,10,11,November,2023,Friday,10.0,Sunday,0.0,1,1
resolved,3677,high,email,product setup,2nd line support,michele whyatt,2023-11-24 01:46:54,2023-11-26 01:46:54,2023-11-24 02:46:54,2023-11-24 02:16:10.113,within sla,2023-11-24 09:10:03.766,within sla,2023-11-24 09:10:03.766,2.0,,ready to use software,tier 2,austria,47.6964719,13.3457347,0 days 00:29:16.113000,29.26855,0 days 07:23:09.766000,443.1627666666666,0 days 07:23:09.766000,443.1627666666666,4,Friday,1,11,November,2023,Friday,2.0,Friday,9.0,1,1
closed,3678,medium,email,bug report,1st line support,nicola wane,2023-11-24 14:47:52,2023-11-26 14:47:52,2023-11-24 15:47:52,2023-11-24 15:34:43.139,within sla,2023-11-24 21:03:38.867,within sla,2023-11-29 08:36:39.053,2.0,3.0,ready to use software,tier 1,germany,51.165691,10.451526,0 days 00:46:51.139000,46.85231666666667,0 days 06:15:46.867000,375.78111666666666,4 days 17:48:47.053000,6828.784216666667,4,Friday,14,11,November,2023,Friday,15.0,Friday,21.0,1,1
resolved,3679,medium,email,training request,2nd line support,heather urry,2023-11-24 02:11:22,2023-11-26 02:11:22,2023-11-24 03:11:22,2023-11-24 02:12:07.774,within sla,2023-11-29 21:57:51.502,sla violated,2023-11-29 21:57:51.502,7.0,,training and consulting services,tier 2,poland,52.536273,19.050639,0 days 00:00:45.774000,0.7629,5 days 19:46:29.502000,8386.4917,5 days 19:46:29.502000,8386.4917,4,Friday,2,11,November,2023,Friday,2.0,Wednesday,21.0,1,0
closed,3680,high,email,other,1st line support,sheela cutten,2023-11-24 23:36:32,2023-11-26 23:36:32,2023-11-25 00:36:32,2023-11-25 00:33:14.308,within sla,2023-11-25 05:02:36.476,within sla,2023-11-28 05:24:03.358,2.0,5.0,training and consulting services,tier 1,italy,43.036776,12.678565,0 days 00:56:42.308000,56.705133333333336,0 days 05:26:04.476000,326.0746,3 days 05:47:31.358000,4667.522633333333,4,Friday,23,11,November,2023,Saturday,0.0,Saturday,5.0,1,1
closed,3681,low,email,pricing and licensing,1st line support,nicola wane,2023-11-24 10:27:27,2023-11-26 10:27:27,2023-11-24 11:27:27,2023-11-24 11:07:17.003,within sla,2023-11-29 12:33:08.057,sla violated,2023-12-01 00:57:06.012,2.0,2.0,custom software development,tier 1,germany,51.165691,10.451526,0 days 00:39:50.003000,39.83338333333334,5 days 02:05:41.057000,7325.684283333333,6 days 14:29:39.012000,9509.6502,4,Friday,10,11,November,2023,Friday,11.0,Wednesday,12.0,1,0
closed,3682,low,phone,feature request,1st line support,bernard beckley,2023-11-24 11:18:52,2023-11-26 11:18:52,2023-11-24 11:20:52,2023-11-24 11:22:47.454,sla violated,2023-11-25 02:11:56.616,within sla,2023-11-27 03:54:51.261,2.0,4.0,custom software development,tier 1,united kingdom,55.378052,-3.435973,0 days 00:03:55.454000,3.9242333333333335,0 days 14:53:04.616000,893.0769333333334,2 days 16:35:59.261000,3875.987683333333,4,Friday,11,11,November,2023,Friday,11.0,Saturday,2.0,0,1
resolved,3683,low,email,pricing and licensing,1st line support,kristos westoll,2023-11-24 04:11:59,2023-11-26 04:11:59,2023-11-24 05:11:59,2023-11-24 04:33:06.392,within sla,2023-11-25 04:58:04.203,within sla,2023-11-25 04:58:04.203,1.0,,ready to use software,tier 1,republic of ireland,53.094024,-8.019675,0 days 00:21:07.392000,21.1232,1 days 00:46:05.203000,1486.0867166666665,1 days 00:46:05.203000,1486.0867166666665,4,Friday,4,11,November,2023,Friday,4.0,Saturday,4.0,1,1
closed,3684,low,chat,product setup,2nd line support,adolpho messingham,2023-11-24 07:46:27,2023-11-25 07:46:27,2023-11-24 07:48:27,2023-11-24 07:46:47.500,within sla,2023-11-24 08:54:20.524,within sla,2023-11-27 02:32:50.356,6.0,4.0,ready to use software,tier 2,germany,51.165691,10.451526,0 days 00:00:20.500000,0.3416666666666667,0 days 01:07:53.524000,67.89206666666666,2 days 18:46:23.356000,4006.3892666666666,4,Friday,7,11,November,2023,Friday,7.0,Friday,8.0,1,1
resolved,3685,low,chat,product setup,1st line support,kristos westoll,2023-11-24 15:45:32,2023-11-25 15:45:32,2023-11-24 15:47:32,2023-11-24 15:47:39.905,sla violated,2023-11-27 02:18:28.841,sla violated,2023-11-27 02:18:28.841,5.0,,ready to use software,tier 1,italy,43.036776,12.678565,0 days 00:02:07.905000,2.13175,2 days 10:32:56.841000,3512.94735,2 days 10:32:56.841000,3512.94735,4,Friday,15,11,November,2023,Friday,15.0,Monday,2.0,0,0
closed,3686,low,chat,bug report,1st line support,kristos westoll,2023-11-25 19:03:37,2023-11-26 19:03:37,2023-11-25 19:05:37,2023-11-25 19:03:42.366,within sla,2023-11-25 21:58:54.686,within sla,2023-12-01 08:17:48.509,2.0,4.0,ready to use software,tier 1,germany,51.165691,10.451526,0 days 00:00:05.366000,0.0894333333333333,0 days 02:55:17.686000,175.29476666666667,5 days 13:14:11.509000,7994.191816666667,5,Saturday,19,11,November,2023,Saturday,19.0,Saturday,21.0,1,1
resolved,3693,high,chat,bug report,1st line support,kristos westoll,2023-11-25 11:16:49,2023-11-26 11:16:49,2023-11-25 11:18:49,2023-11-25 11:17:41.984,within sla,2023-11-25 23:40:02.567,within sla,2023-11-25 23:40:02.567,60.0,,ready to use software,tier 1,czech republic,49.8037633,15.4749126,0 days 00:00:52.984000,0.8830666666666667,0 days 12:23:13.567000,743.2261166666667,0 days 12:23:13.567000,743.2261166666667,5,Saturday,11,11,November,2023,Saturday,11.0,Saturday,23.0,1,1
in progress,3695,low,chat,feature request,1st line support,nicola wane,2023-11-26 16:49:41,2023-11-27 16:49:41,2023-11-26 16:51:41,2023-11-26 16:51:04.423,within sla,,sla violated,,6.0,,ready to use software,tier 1,poland,52.536273,19.050639,0 days 00:01:23.423000,1.3903833333333333,,,,,6,Sunday,16,11,November,2023,Sunday,16.0,,,1,0
closed,3696,low,chat,product setup,2nd line support,adolpho messingham,2023-11-26 02:11:43,2023-11-27 02:11:43,2023-11-26 02:13:43,2023-11-26 02:13:26.469,within sla,2023-11-26 18:12:16.929,within sla,2023-11-28 14:04:56.562,2.0,5.0,custom software development,tier 2,austria,47.6964719,13.3457347,0 days 00:01:43.469000,1.7244833333333331,0 days 16:00:33.929000,960.5654833333332,2 days 11:53:13.562000,3593.2260333333334,6,Sunday,2,11,November,2023,Sunday,2.0,Sunday,18.0,1,1
closed,3697,medium,email,product setup,2nd line support,michele whyatt,2023-11-27 14:51:28,2023-11-29 14:51:28,2023-11-27 15:51:28,2023-11-27 14:56:33.931,within sla,2023-11-28 05:17:53.969,within sla,2023-11-29 15:18:54.852,1.0,1.0,ready to use software,tier 2,france,48.864716,2.349014,0 days 00:05:05.931000,5.09885,0 days 14:26:25.969000,866.4328166666667,2 days 00:27:26.852000,2907.447533333333,0,Monday,14,11,November,2023,Monday,14.0,Tuesday,5.0,1,1
closed,3698,high,email,product setup,1st line support,sheela cutten,2023-11-27 09:25:50,2023-11-29 09:25:50,2023-11-27 10:25:50,2023-11-27 10:21:38.933,within sla,2023-11-29 15:47:20.091,sla violated,2023-12-01 14:43:25.517,4.0,4.0,ready to use software,tier 1,italy,43.036776,12.678565,0 days 00:55:48.933000,55.81555,2 days 06:21:30.091000,3261.5015166666662,4 days 05:17:35.517000,6077.59195,0,Monday,9,11,November,2023,Monday,10.0,Wednesday,15.0,1,0
resolved,3699,medium,email,bug report,2nd line support,adolpho messingham,2023-11-27 03:24:46,2023-11-29 03:24:46,2023-11-27 04:24:46,2023-11-27 04:22:32.706,within sla,2023-11-30 18:53:18.962,sla violated,2023-11-30 18:53:18.962,5.0,,custom software development,tier 2,united kingdom,55.378052,-3.435973,0 days 00:57:46.706000,57.77843333333333,3 days 15:28:32.962000,5248.549366666667,3 days 15:28:32.962000,5248.549366666667,0,Monday,3,11,November,2023,Monday,4.0,Thursday,18.0,1,0
in progress,3700,high,chat,feature request,1st line support,bernard beckley,2023-11-27 07:00:19,2023-11-28 07:00:19,2023-11-27 07:02:19,2023-11-27 07:05:56.785,sla violated,,sla violated,,6.0,,custom software development,tier 1,italy,43.036776,12.678565,0 days 00:05:37.785000,5.6297500000000005,,,,,0,Monday,7,11,November,2023,Monday,7.0,,,0,0
closed,3701,high,email,purchasing and invoicing,1st line support,nicola wane,2023-11-27 14:41:58,2023-11-29 14:41:58,2023-11-27 15:41:58,2023-11-27 15:39:50.911,within sla,2023-11-29 11:08:47.690,within sla,2023-12-02 20:09:57.817,5.0,4.0,custom software development,tier 1,united kingdom,55.378052,-3.435973,0 days 00:57:52.911000,57.88185,1 days 20:26:49.690000,2666.8281666666667,5 days 05:27:59.817000,7527.99695,0,Monday,14,11,November,2023,Monday,15.0,Wednesday,11.0,1,1
closed,3703,low,email,pricing and licensing,1st line support,nicola wane,2023-11-27 20:44:12,2023-11-29 20:44:12,2023-11-27 21:44:12,2023-11-27 21:14:15.901,within sla,2023-11-28 13:17:30.166,within sla,2023-12-04 00:07:55.689,1.0,4.0,custom software development,tier 1,united kingdom,55.378052,-3.435973,0 days 00:30:03.901000,30.06501666666667,0 days 16:33:18.166000,993.3027666666666,6 days 03:23:43.689000,8843.72815,0,Monday,20,11,November,2023,Monday,21.0,Tuesday,13.0,1,1
resolved,3704,high,chat,product setup,2nd line support,michele whyatt,2023-11-27 06:31:14,2023-11-28 06:31:14,2023-11-27 06:33:14,2023-11-27 06:31:53.337,within sla,2023-12-02 05:33:10.356,sla violated,2023-12-02 05:33:10.356,2.0,,ready to use software,tier 2,italy,43.036776,12.678565,0 days 00:00:39.337000,0.6556166666666667,4 days 23:01:56.356000,7141.939266666667,4 days 23:01:56.356000,7141.939266666667,0,Monday,6,11,November,2023,Monday,6.0,Saturday,5.0,1,0
closed,3705,low,chat,purchasing and invoicing,1st line support,sheela cutten,2023-11-27 04:05:38,2023-11-28 04:05:38,2023-11-27 04:07:38,2023-11-27 04:06:21.057,within sla,2023-11-28 01:48:31.751,within sla,2023-11-29 11:11:56.076,6.0,2.0,other,tier 1,poland,52.536273,19.050639,0 days 00:00:43.057000,0.7176166666666667,0 days 21:42:53.751000,1302.89585,2 days 07:06:18.076000,3306.301266666667,0,Monday,4,11,November,2023,Monday,4.0,Tuesday,1.0,1,1
closed,3706,low,email,bug report,1st line support,bernard beckley,2023-11-27 01:35:50,2023-11-29 01:35:50,2023-11-27 02:35:50,2023-11-27 02:23:11.655,within sla,2023-11-27 04:07:47.377,within sla,2023-12-01 11:33:59.547,5.0,2.0,training and consulting services,tier 1,germany,51.165691,10.451526,0 days 00:47:21.655000,47.36091666666667,0 days 02:31:57.377000,151.95628333333335,4 days 09:58:09.547000,6358.159116666667,0,Monday,1,11,November,2023,Monday,2.0,Monday,4.0,1,1
resolved,3707,low,email,product setup,1st line support,sheela cutten,2023-11-28 01:50:18,2023-11-30 01:50:18,2023-11-28 02:50:18,2023-11-28 02:26:28.618,within sla,2023-12-03 14:32:57.587,sla violated,2023-12-03 14:32:57.587,4.0,,ready to use software,tier 1,italy,43.036776,12.678565,0 days 00:36:10.618000,36.176966666666665,5 days 12:42:39.587000,7962.659783333333,5 days 12:42:39.587000,7962.659783333333,1,Tuesday,1,11,November,2023,Tuesday,2.0,Sunday,14.0,1,0
resolved,3708,medium,email,purchasing and invoicing,2nd line support,adolpho messingham,2023-11-28 02:08:15,2023-11-30 02:08:15,2023-11-28 03:08:15,2023-11-28 02:43:20.405,within sla,2023-11-28 04:33:22.480,within sla,2023-11-28 04:33:22.480,1.0,,custom software development,tier 2,france,48.864716,2.349014,0 days 00:35:05.405000,35.09008333333334,0 days 02:25:07.480000,145.12466666666666,0 days 02:25:07.480000,145.12466666666666,1,Tuesday,2,11,November,2023,Tuesday,2.0,Tuesday,4.0,1,1
closed,3709,low,email,feature request,1st line support,sheela cutten,2023-11-28 10:37:48,2023-11-30 10:37:48,2023-11-28 11:37:48,2023-11-28 13:17:35.413,sla violated,2023-12-03 09:03:44.393,sla violated,2023-12-03 23:49:46.167,8.0,3.0,other,tier 1,italy,43.036776,12.678565,0 days 02:39:47.413000,159.79021666666668,4 days 22:25:56.393000,7105.9398833333335,5 days 13:11:58.167000,7991.96945,1,Tuesday,10,11,November,2023,Tuesday,13.0,Sunday,9.0,0,0
in progress,3710,low,email,product setup,1st line support,sheela cutten,2023-11-28 07:52:47,2023-11-30 07:52:47,2023-11-28 08:52:47,2023-11-28 08:30:35.702,within sla,,sla violated,,8.0,,ready to use software,tier 1,italy,43.036776,12.678565,0 days 00:37:48.702000,37.8117,,,,,1,Tuesday,7,11,November,2023,Tuesday,8.0,,,1,0
resolved,3711,low,email,product setup,1st line support,nicola wane,2023-11-28 18:20:48,2023-11-30 18:20:48,2023-11-28 19:20:48,2023-11-28 18:59:12.063,within sla,2023-11-29 23:37:00.438,within sla,2023-11-29 23:37:00.438,8.0,,ready to use software,tier 1,slovenia,46.1491664,14.9860106,0 days 00:38:24.063000,38.401050000000005,1 days 05:16:12.438000,1756.2072999999998,1 days 05:16:12.438000,1756.2072999999998,1,Tuesday,18,11,November,2023,Tuesday,18.0,Wednesday,23.0,1,1
closed,3712,high,email,feature request,2nd line support,adolpho messingham,2023-11-29 02:28:15,2023-12-01 02:28:15,2023-11-29 03:28:15,2023-11-29 02:34:00.864,within sla,2023-11-29 22:23:25.388,within sla,2023-12-02 13:11:35.646,2.0,1.0,custom software development,tier 2,poland,52.536273,19.050639,0 days 00:05:45.864000,5.764399999999999,0 days 19:55:10.388000,1195.1731333333337,3 days 10:43:20.646000,4963.3441,2,Wednesday,2,11,November,2023,Wednesday,2.0,Wednesday,22.0,1,1
in progress,3713,low,email,bug report,1st line support,connor danielovitch,2023-11-29 15:15:55,2023-12-01 15:15:55,2023-11-29 16:15:55,2023-11-29 15:33:56.595,within sla,,sla violated,,10.0,,ready to use software,tier 1,greece,39.368279,21.863141,0 days 00:18:01.595000,18.02658333333333,,,,,2,Wednesday,15,11,November,2023,Wednesday,15.0,,,1,0
closed,3715,medium,chat,purchasing and invoicing,1st line support,sheela cutten,2023-11-29 04:46:58,2023-11-30 04:46:58,2023-11-29 04:48:58,2023-11-29 04:48:12.504,within sla,2023-11-29 20:39:33.175,within sla,2023-12-01 19:30:09.755,8.0,2.0,other,tier 1,poland,52.536273,19.050639,0 days 00:01:14.504000,1.2417333333333334,0 days 15:52:35.175000,952.58625,2 days 14:43:11.755000,3763.1959166666666,2,Wednesday,4,11,November,2023,Wednesday,4.0,Wednesday,20.0,1,1
in progress,3716,low,chat,product setup,1st line support,nicola wane,2023-11-29 03:34:33,2023-11-30 03:34:33,2023-11-29 03:36:33,2023-11-29 03:34:38.479,within sla,,sla violated,,5.0,,training and consulting services,tier 1,france,48.864716,2.349014,0 days 00:00:05.479000,0.0913166666666666,,,,,2,Wednesday,3,11,November,2023,Wednesday,3.0,,,1,0
resolved,3717,medium,phone,pricing and licensing,1st line support,sheela cutten,2023-11-29 13:23:18,2023-12-01 13:23:18,2023-11-29 13:25:18,2023-11-29 13:24:58.373,within sla,2023-11-30 15:16:03.000,within sla,2023-11-30 15:16:03.000,1.0,,custom software development,tier 1,germany,51.165691,10.451526,0 days 00:01:40.373000,1.6728833333333335,1 days 01:52:45,1552.75,1 days 01:52:45,1552.75,2,Wednesday,13,11,November,2023,Wednesday,13.0,Thursday,15.0,1,1
in progress,3718,medium,chat,feature request,1st line support,bernard beckley,2023-11-29 11:04:30,2023-11-30 11:04:30,2023-11-29 11:06:30,2023-11-29 11:04:42.768,within sla,,sla violated,,60.0,,custom software development,tier 1,italy,43.036776,12.678565,0 days 00:00:12.768000,0.2128,,,,,2,Wednesday,11,11,November,2023,Wednesday,11.0,,,1,0
closed,3719,medium,chat,pricing and licensing,1st line support,bernard beckley,2023-11-29 02:12:23,2023-11-30 02:12:23,2023-11-29 02:14:23,2023-11-29 02:13:01.343,within sla,2023-11-30 19:10:46.511,sla violated,2023-12-01 14:41:03.937,8.0,4.0,training and consulting services,tier 1,germany,51.165691,10.451526,0 days 00:00:38.343000,0.63905,1 days 16:58:23.511000,2458.39185,2 days 12:28:40.937000,3628.6822833333335,2,Wednesday,2,11,November,2023,Wednesday,2.0,Thursday,19.0,1,0
closed,3720,medium,phone,feature request,1st line support,connor danielovitch,2023-11-29 03:46:33,2023-12-01 03:46:33,2023-11-29 03:48:33,2023-11-29 03:47:39.823,within sla,2023-11-30 00:57:54.009,within sla,2023-11-30 02:23:36.007,6.0,5.0,ready to use software,tier 1,poland,52.536273,19.050639,0 days 00:01:06.823000,1.1137166666666665,0 days 21:11:21.009000,1271.35015,0 days 22:37:03.007000,1357.0501166666666,2,Wednesday,3,11,November,2023,Wednesday,3.0,Thursday,0.0,1,1
closed,3721,high,email,pricing and licensing,1st line support,connor danielovitch,2023-11-29 00:31:07,2023-12-01 00:31:07,2023-11-29 01:31:07,2023-11-29 00:59:46.276,within sla,2023-11-30 06:00:46.278,within sla,2023-12-02 13:42:56.063,1.0,5.0,ready to use software,tier 1,bulgaria,42.7249925,25.4833039,0 days 00:28:39.276000,28.6546,1 days 05:29:39.278000,1769.654633333333,3 days 13:11:49.063000,5111.817716666667,2,Wednesday,0,11,November,2023,Wednesday,0.0,Thursday,6.0,1,1
closed,3722,low,phone,pricing and licensing,1st line support,sheela cutten,2023-11-29 12:46:20,2023-12-01 12:46:20,2023-11-29 12:48:20,2023-11-29 12:46:48.712,within sla,2023-12-01 09:30:32.247,within sla,2023-12-04 08:32:26.265,2.0,3.0,other,tier 1,czech republic,49.8037633,15.4749126,0 days 00:00:28.712000,0.4785333333333333,1 days 20:44:12.247000,2684.204116666667,4 days 19:46:06.265000,6946.104416666667,2,Wednesday,12,11,November,2023,Wednesday,12.0,Friday,9.0,1,1
closed,3723,low,email,feature request,1st line support,bernard beckley,2023-11-29 20:07:50,2023-12-01 20:07:50,2023-11-29 21:07:50,2023-11-29 20:21:09.667,within sla,2023-11-29 21:45:04.986,within sla,2023-12-03 10:03:22.863,9.0,3.0,custom software development,tier 1,united kingdom,55.378052,-3.435973,0 days 00:13:19.667000,13.327783333333334,0 days 01:37:14.986000,97.24976666666666,3 days 13:55:32.863000,5155.547716666667,2,Wednesday,20,11,November,2023,Wednesday,20.0,Wednesday,21.0,1,1
resolved,3724,high,email,purchasing and invoicing,1st line support,kristos westoll,2023-11-30 07:39:04,2023-12-02 07:39:04,2023-11-30 08:39:04,2023-11-30 08:08:17.262,within sla,2023-12-02 09:19:51.991,sla violated,2023-12-02 09:19:51.991,2.0,,custom software development,tier 1,greece,39.368279,21.863141,0 days 00:29:13.262000,29.22103333333333,2 days 01:40:47.991000,2980.7998500000003,2 days 01:40:47.991000,2980.7998500000003,3,Thursday,7,11,November,2023,Thursday,8.0,Saturday,9.0,1,0
closed,3725,low,phone,pricing and licensing,1st line support,bernard beckley,2023-11-30 12:40:21,2023-12-02 12:40:21,2023-11-30 12:42:21,2023-11-30 12:41:21.593,within sla,2023-12-04 18:26:20.899,sla violated,2023-12-05 05:59:18.649,4.0,5.0,ready to use software,tier 1,germany,51.165691,10.451526,0 days 00:01:00.593000,1.0098833333333337,4 days 05:45:59.899000,6105.998316666666,4 days 17:18:57.649000,6798.960816666667,3,Thursday,12,11,November,2023,Thursday,12.0,Monday,18.0,1,0
closed,3726,low,email,pricing and licensing,2nd line support,adolpho messingham,2023-11-30 08:39:54,2023-12-02 08:39:54,2023-11-30 09:39:54,2023-11-30 09:15:17.758,within sla,2023-12-01 11:13:29.566,within sla,2023-12-02 10:41:13.881,1.0,3.0,ready to use software,tier 2,poland,52.536273,19.050639,0 days 00:35:23.758000,35.395966666666666,1 days 02:33:35.566000,1593.5927666666669,2 days 02:01:19.881000,3001.33135,3,Thursday,8,11,November,2023,Thursday,9.0,Friday,11.0,1,1
resolved,3727,high,chat,feature request,1st line support,sheela cutten,2023-11-30 15:07:53,2023-12-01 15:07:53,2023-11-30 15:09:53,2023-11-30 15:08:20.329,within sla,2023-12-01 07:12:03.957,within sla,2023-12-01 07:12:03.957,5.0,,ready to use software,tier 1,greece,39.368279,21.863141,0 days 00:00:27.329000,0.4554833333333333,0 days 16:04:10.957000,964.1826166666668,0 days 16:04:10.957000,964.1826166666668,3,Thursday,15,11,November,2023,Thursday,15.0,Friday,7.0,1,1
resolved,3728,high,email,product setup,2nd line support,heather urry,2023-11-30 15:06:50,2023-12-02 15:06:50,2023-11-30 16:06:50,2023-11-30 16:01:08.585,within sla,2023-12-02 03:32:57.285,within sla,2023-12-02 03:32:57.285,7.0,,custom software development,tier 2,austria,47.6964719,13.3457347,0 days 00:54:18.585000,54.30975,1 days 12:26:07.285000,2186.121416666667,1 days 12:26:07.285000,2186.121416666667,3,Thursday,15,11,November,2023,Thursday,16.0,Saturday,3.0,1,1
closed,3729,medium,email,bug report,1st line support,sheela cutten,2023-11-30 22:24:05,2023-12-02 22:24:05,2023-11-30 23:24:05,2023-11-30 23:03:37.064,within sla,2023-12-01 15:54:39.524,within sla,2023-12-04 02:37:45.890,1.0,2.0,custom software development,tier 1,republic of ireland,53.094024,-8.019675,0 days 00:39:32.064000,39.5344,0 days 17:30:34.524000,1050.5754,3 days 04:13:40.890000,4573.681500000001,3,Thursday,22,11,November,2023,Thursday,23.0,Friday,15.0,1,1
closed,3730,low,chat,product setup,2nd line support,adolpho messingham,2023-11-30 01:16:32,2023-12-01 01:16:32,2023-11-30 01:18:32,2023-11-30 01:20:32.496,sla violated,2023-12-02 19:57:31.229,sla violated,2023-12-03 06:06:34.581,6.0,4.0,custom software development,tier 2,italy,43.036776,12.678565,0 days 00:04:00.496000,4.008266666666667,2 days 18:40:59.229000,4000.98715,3 days 04:50:02.581000,4610.0430166666665,3,Thursday,1,11,November,2023,Thursday,1.0,Saturday,19.0,0,0
closed,3731,low,phone,feature request,1st line support,connor danielovitch,2023-11-30 13:33:41,2023-12-02 13:33:41,2023-11-30 13:35:41,2023-11-30 13:35:34.744,within sla,2023-12-01 17:06:20.717,within sla,2023-12-04 01:57:47.948,2.0,5.0,ready to use software,tier 1,czech republic,49.8037633,15.4749126,0 days 00:01:53.744000,1.8957333333333333,1 days 03:32:39.717000,1652.6619500000002,3 days 12:24:06.948000,5064.1158,3,Thursday,13,11,November,2023,Thursday,13.0,Friday,17.0,1,1
resolved,3732,low,email,pricing and licensing,1st line support,connor danielovitch,2023-11-30 01:43:27,2023-12-02 01:43:27,2023-11-30 02:43:27,2023-11-30 02:01:13.454,within sla,2023-12-01 18:12:03.345,within sla,2023-12-01 18:12:03.345,2.0,,ready to use software,tier 1,germany,51.165691,10.451526,0 days 00:17:46.454000,17.77423333333333,1 days 16:28:36.345000,2428.60575,1 days 16:28:36.345000,2428.60575,3,Thursday,1,11,November,2023,Thursday,2.0,Friday,18.0,1,1
closed,3733,high,email,pricing and licensing,1st line support,bernard beckley,2023-11-30 10:52:26,2023-12-02 10:52:26,2023-11-30 11:52:26,2023-11-30 11:08:19.754,within sla,2023-12-01 18:29:07.996,within sla,2023-12-03 15:48:35.141,7.0,4.0,ready to use software,tier 1,spain,39.67337,-4.767726,0 days 00:15:53.754000,15.8959,1 days 07:36:41.996000,1896.699933333333,3 days 04:56:09.141000,4616.15235,3,Thursday,10,11,November,2023,Thursday,11.0,Friday,18.0,1,1
closed,3734,low,email,purchasing and invoicing,1st line support,bernard beckley,2023-11-30 11:14:08,2023-12-02 11:14:08,2023-11-30 12:14:08,2023-11-30 11:27:48.267,within sla,2023-12-02 10:47:26.612,within sla,2023-12-06 22:40:45.899,7.0,4.0,training and consulting services,tier 1,poland,52.536273,19.050639,0 days 00:13:40.267000,13.671116666666668,1 days 23:33:18.612000,2853.3102,6 days 11:26:37.899000,9326.63165,3,Thursday,11,11,November,2023,Thursday,11.0,Saturday,10.0,1,1
